"phrase","n"
"<U+1E6D><U+1E6D>hami na ca<U+1E45>kamami",2
"<U+1E6D><U+1E6D>hantu upasaka gihi odatavasana kamabhogino",2
"<U+1E6D><U+1E6D>hapetva u<U+1E6D><U+1E6D>hayasana pakkanto",2
"<U+1E6D><U+1E6D>hateva nibbana<U+1E41>",2
"<U+1E6D><U+1E6D>hato nandi nirujjha",2
"<U+1E6D><U+1E6D>hato paradara<U+1E41> gacchato musa bha<U+1E47>ato karoto na kariya",2
"<U+1E6D><U+1E6D>hato saravato saraññeva chetva adaya pakkameyya saran",2
"<U+1E6D><U+1E6D>hato saravato saraññeva chetva adaya pakkanto saran",2
"<U+1E6D><U+1E6D>hato ya vedanasu nandi sa nirujjha",2
"<U+1E6D>hana<U+1E6D>hanakusalo bhikkhu",2
"<U+1E6D>hapetva thullavajja<U+1E41> <U+1E6D>hapetva gihipa<U+1E6D>isa<U+1E41>yuttan",2
"<U+1E6D>hito aha<U+1E41>",2
"<U+1E6D>hito va <U+1E6D>hitomhi",2
"a<U+1E0D><U+1E0D>hada<U+1E47><U+1E0D>akehipi ta<U+1E37>en",2
"a<U+1E37>aro kalamo",2
"a<U+1E45>gama<U+1E45>ganusarino vata",2
"a<U+1E45>gehi anuggahita sammadi<U+1E6D><U+1E6D>hi cetovimut",2
"a<U+1E47>umattesu vajjesu bhayadassavi",2
"a<U+1E6D><U+1E6D>ha dhamma sa<U+1E45>khittena vutta",2
"a<U+1E6D><U+1E6D>ha purisabhumiyo",2
"a<U+1E6D><U+1E6D>ha<U+1E45>giko ca maggana<U+1E41>",2
"a<U+1E6D><U+1E6D>hakanagaro ayasmanta<U+1E41> ananda<U+1E41> etadavoca",2
"a<U+1E6D><U+1E6D>harasa manopavicaro aya<U+1E41>",2
"abala<U+1E41> viraguna<U+1E41> anassasikan",2
"abbhuta ceva",2
"abhabba phalassa adhigamaya",2
"abhabbo aggissa adhigamaya",2
"abhabbo khirassa adhigamaya",2
"abhabbo navanitassa adhigamaya",2
"abhabbo so pamajjitu<U+1E41>",2
"abhapi anicca vipari<U+1E47>amadhamma",2
"abhata apa<U+1E47>a va kammarakula va rajena ca malena ca pariyonaddha",2
"abhavitakayo ca ho",2
"abhayena rajakumarena sama<U+1E47>assa gotamassa eva<U+1E41> mahiddhikassa eva<U+1E41> mahanubhavassa vado aropito",2
"abhidosakala<U+1E45>kato udako ramaputto",2
"abhijanatha me no tumhe",2
"abhijappa cittassa upakkileso",2
"abhijjhalussa purisapuggalassa anabhijjha ho",2
"abhikkante pa<U+1E6D>ikkante sampajanakari",2
"abhinito sakkhipu<U+1E6D><U+1E6D>ho",2
"abhiññaya sama<U+1E47>o gotamo dhamma<U+1E41> dese",2
"abhiññeyya<U+1E41> abhiññata<U+1E41>",2
"abhirata brahmacariye",2
"abhiruhatu sugato dussani",2
"abhivadetabba<U+1E41> abhivade",2
"abhivadetabba<U+1E41> na abhivade",2
"abhivaggenapi omaddan",2
"abhivijiya ajjhavaseyyama",2
"abija<U+1E41> va panassa",2
"abrahmacarissa purisapuggalassa abrahmacariya verama<U+1E47>i ho",2
"abrahmacariya pa<U+1E6D>ivirato ho",2
"abyabajjha<U+1E41>yeva tasmi<U+1E41> samaye vedana<U+1E41> vede",2
"abyakatameva ta<U+1E41>",2
"abyakatañca me abyakatato dharetha",2
"abyapadava ho",2
"abyapado kusala<U+1E41>",2
"accaraddhaviriya<U+1E41> cittassa upakkileso",2
"accaraddhaviriyadhikara<U+1E47>añca pana me samadhi cavi",2
"accaya<U+1E41> accayato disva yathadhamma<U+1E41> pa<U+1E6D>ikarosi",2
"acchariya ceva",2
"acchecchi ta<U+1E47>ha<U+1E41>",2
"acelo pana seniyo kukkurava",2
"adantava dantabhumi<U+1E41> sampapu<U+1E47>eyyu<U+1E41>",2
"addasa kho dayapalo bhagavanta<U+1E41> duratova agacchanta<U+1E41>",2
"addasa kho sakuludayi paribbajako bhagavanta<U+1E41> duratova agacchanta<U+1E41>",2
"addasa<U+1E41>su kho",2
"addasa<U+1E41>su kho ma<U+1E41>",2
"addasa<U+1E41>su kho ta bhikkhuniyo ayasmanta<U+1E41> nandaka<U+1E41> duratova agacchanta<U+1E41>",2
"addavalepana upakariyo pakkhandan",2
"addha bhoto bhumijassa sattha sabbesa<U+1E41>yeva puthusama<U+1E47>abrahma<U+1E47>ana<U+1E41> muddhana<U+1E41> maññe ahacca",2
"addha kho te aha<U+1E41>",2
"addha te ayasmanto vitaraga va ragavinayaya va pa<U+1E6D>ipanna",2
"adhammacariyavisamacariyahetu kho",2
"adhammena laddha<U+1E41> appasannacitto",2
"adhigato kho myaya<U+1E41> dhammo gambhiro duddaso duranubodho santo pa<U+1E47>ito atakkavacaro nipu<U+1E47>o pa<U+1E47><U+1E0D>itavedaniyo",2
"adhimatta vata muddhani uhanan",2
"adhisilasikkhaya adhicittasikkhaya adhipaññasikkhaya",2
"adhivasehi tva<U+1E41>",2
"adhivasesi kho",2
"adhivasesi kho ayasma anando tu<U+1E47>hibhavena",2
"adhivasesi kho ayasma sariputto tu<U+1E47>hibhavena",2
"adhivasetu kira bhava<U+1E41> gotamo bodhissa rajakumarassa svatanaya bhatta<U+1E41> saddhi<U+1E41> bhikkhusa<U+1E45>ghena",2
"adhivuttho me vassavaso",2
"adho kesamatthaka",2
"adhogama vata",2
"adinna<U+1E41> nadatabba<U+1E41>",2
"adinnadana verama<U+1E47>i",2
"adinnadana verama<U+1E47>i kusala<U+1E41>",2
"adinnadayissa purisapuggalassa adinnadana verama<U+1E47>i ho",2
"aditta<U+1E41> sampajjalita<U+1E41> sajo",2
"adittaya sampajjalitaya sajo",2
"adukkhamasukha<U+1E41> vedana<U+1E41> upasampajja vihara",2
"adukkhamasukhañce vedana<U+1E41> vede",2
"adukkhamasukhaya vedanaya phu<U+1E6D><U+1E6D>ho samano tassa vedanaya samudayañca attha<U+1E45>gamañca assadañca adinavañca nissara<U+1E47>añca yathabhuta<U+1E41> nappajana",2
"adukkhamasukhaya vedanaya phu<U+1E6D><U+1E6D>ho samano tassa vedanaya samudayañca attha<U+1E45>gamañca assadañca adinavañca nissara<U+1E47>añca yathabhuta<U+1E41> pajana",2
"adukkhamasukhaya vedanaya sama",2
"agamentu kira bhonto",2
"agametu kira",2
"agaru viharemu avesane ekarattan",2
"aggi va daha",2
"aggi<U+1E41> abhinibbattentu",2
"aggissa adhigamaya",2
"aha<U+1E41> cattari vassani parivasissami",2
"aha<U+1E41> imissa ga<U+1E45>gaya nadiya",2
"aha<U+1E41> nesa<U+1E41> jivikaya data",2
"aha<U+1E41> nu khosmi",2
"aha<U+1E41> sattha anuttaro",2
"aha<U+1E41> te byakarissami",2
"aha<U+1E41> ya ceva imesa<U+1E41> ayasmantana<U+1E41> apat",2
"ahameta<U+1E41> na janami",2
"ahameta<U+1E41> na passami",2
"ahampi eva<U+1E41> vadami",2
"ahampi suda<U+1E41>",2
"ahampi ta<U+1E41> evameva<U+1E41> byakareyya<U+1E41> yatha ta<U+1E41> mahakaccanena byakata<U+1E41>",2
"ahañca brahma<U+1E47>esu abhippasanno",2
"ahañca tesu dhammesu sandissami",2
"ahañce te dhamma<U+1E41> deseyya<U+1E41>",2
"ahañceva kho pana ajananto apassanto eka<U+1E41>sena adaya vohareyya<U+1E41>",2
"ahañceva kho pana dhamma<U+1E41> deseyya<U+1E41>",2
"ahañcha<U+1E41> amatadundubhin",2
"ahañhi araha loke",2
"ahara bhutana<U+1E41> va sattana<U+1E41> <U+1E6D>hi",2
"ahare pa<U+1E6D>ikulasaññino",2
"aharena suddhi",2
"ahesu<U+1E41> atitamaddhana<U+1E41> arahanto sammasambuddha tepi bhagavanto etaparama<U+1E41>yeva samma bhikkhusa<U+1E45>gha<U+1E41> pa<U+1E6D>ipadesu<U+1E41>",2
"ahesu<U+1E41> kho",2
"ahirikassa purisapuggalassa hiri ho",2
"aho buddho",2
"aho dhammassa svakkhatata",2
"aho dhammo",2
"aho va",2
"aho vata ahameva labheyya<U+1E41> bhattagge aggasana<U+1E41> aggodaka<U+1E41> aggapi<U+1E47><U+1E0D>a<U+1E41>",2
"aho vata maya<U+1E41> gahapa",2
"aho vataha<U+1E41> kayassa bheda para<U+1E41> mara<U+1E47>a abhana<U+1E41> devana<U+1E41> sahabyata<U+1E41> upapajjeyyan",2
"aho vataha<U+1E41> kayassa bheda para<U+1E41> mara<U+1E47>a tava",2
"ahosi maya bhikkhusa<U+1E45>ghe pa<U+1E47>amite",2
"ahu kho me",2
"ahu kho so",2
"ahu pana te",2
"ahu vata me",2
"ahudeva aññathatta<U+1E41>",2
"ahuvamheva maya<U+1E41> pubbe na nahuvamha",2
"ajanameva kho ma<U+1E41> aya<U+1E41> sama<U+1E47>o apassa<U+1E41> evamaha",2
"ajini ma<U+1E41> ahasi me",2
"ajja kira",2
"ajja kira raja pasenadi kosalo pacchabhatta<U+1E41> bhuttapataraso bhagavanta<U+1E41> dassanaya upasa<U+1E45>kamissati",2
"ajja me parinibbana<U+1E41> bhavissati",2
"ajjhatta<U+1E41> arupasaññi bahiddha rupani passa",2
"ajjhatta<U+1E41> asa<U+1E47><U+1E6D>hitan",2
"ajjhatta<U+1E41> cetosamathamanuyutto anirakatajjhano",2
"ajjhatta<U+1E41> rupasaññi eko bahiddha rupani passa",2
"ajjhatta<U+1E41> sa<U+1E47><U+1E6D>hitan",2
"ajjhatta<U+1E41> va bahiddha va",2
"ajjhatta<U+1E41> vupasama sama<U+1E47>asamicippa<U+1E6D>ipada<U+1E41> pa<U+1E6D>ipanno",2
"ajjhatta<U+1E41> vupasama<U+1E41>",2
"ajjhatta<U+1E41> vupasantacitta",2
"aka<U+1E45>khanta upasampada<U+1E41> cattaro mase parivasan",2
"akalavadi abhutavadi anatthavadi adhammavadi avinayavadi",2
"akalena anapadesa<U+1E41> apariyantava",2
"akaramheva maya<U+1E41> pubbe papakamma<U+1E41> na nakaramha",2
"akasa<U+1E41> indriyani sa<U+1E45>kaman",2
"akasadhatu siya ajjhat",2
"akasadhatuya citta<U+1E41> viraje",2
"akasanañcayatanasañña<U+1E41> pa<U+1E6D>icca ekattan",2
"akasasamañhi te",2
"akasepi palla<U+1E45>kena kama",2
"akasepi palla<U+1E45>kena kaman",2
"akasepi palla<U+1E45>kena kameyya<U+1E41>",2
"akiñcana<U+1E41> anadana<U+1E41>",2
"akiñcaññayatanasañña<U+1E41> pa<U+1E6D>icca ekattan",2
"akkocchi ma<U+1E41> avadhi ma<U+1E41>",2
"akuppa cetovimut",2
"akusala sa<U+1E45>kappa",2
"akusala sila",2
"akusalana<U+1E41> dhammana<U+1E41> pahanaya",2
"akusalana<U+1E41> sa<U+1E45>kappana<U+1E41> nirodhaya pa<U+1E6D>ipanno ho",2
"akusalana<U+1E41> silana<U+1E41> nirodhaya pa<U+1E6D>ipanno ho",2
"alayarama kho panaya<U+1E41> paja alayarata alayasammudita",2
"alayaramaya kho pana pajaya alayarataya alayasammuditaya duddasa<U+1E41> ida<U+1E41> <U+1E6D>hana<U+1E41> yadida<U+1E41>",2
"alla<U+1E41> ka<U+1E6D><U+1E6D>ha<U+1E41> sasneha<U+1E41> araka udaka thale nikkhitta<U+1E41>",2
"alokite vilokite sampajanakari",2
"amakkhito udena amakkhito semhena amakkhito ruhirena amakkhito kenaci asucina suddho visado",2
"amanasikara<U+1E41> apajjato ye papaka akusala vitakka chandupasa<U+1E41>hitapi dosupasa<U+1E41>hitapi mohupasa<U+1E41>hitapi te pahiyan",2
"amanasikaritva nevasaññanasaññayatanasañña<U+1E41>",2
"amanasikaro cittassa upakkileso",2
"amatassa data",2
"amayavi yathabhuta<U+1E41> attana<U+1E41> avikatta satthari va viññusu va sabrahmacarisu",2
"amhaka<U+1E41> acirapakkantassa bhagavato etadahosi",2
"amhaka<U+1E41> pacchabhatta<U+1E41> pi<U+1E47><U+1E0D>apatapa<U+1E6D>ikkantana<U+1E41> upa<U+1E6D><U+1E6D>hanasalaya<U+1E41> sannisinnana<U+1E41> sannipa",2
"amhaka<U+1E41> yo pa<U+1E6D>hama<U+1E41> gamato pi<U+1E47><U+1E0D>aya pa<U+1E6D>ikkama",2
"amhakampi labha amhakampi suladdha<U+1E41>",2
"amhakampi vacanena bhagavato pade sirasa vandahi",2
"amhakañcevaya<U+1E41> pabbajja avañjha bhavissa",2
"amhe etamattha<U+1E41> pucchatha",2
"amhe ete pucchan",2
"amisadayada satthusavaka viharan",2
"amu<U+1E37>havinayo ho",2
"amussa mahato rukkhassa",2
"amussa telappadipassa jhayato telampi anicca<U+1E41> vipari<U+1E47>amadhamma<U+1E41>",2
"amutra va sutva imesa<U+1E41> akkhata amusa<U+1E41> bhedaya",2
"anabhijjha kusala<U+1E41>",2
"anabhijjhalu abyapannacitto sammadi<U+1E6D><U+1E6D>hi kayassa bheda para<U+1E41> mara<U+1E47>a suga",2
"anabhinanditva appa<U+1E6D>ikkositva u<U+1E6D><U+1E6D>hayasana pakkami",2
"anabhisaddaha<U+1E41> kammaphala<U+1E41> u<U+1E37>ara<U+1E41>",2
"anacchariya pubbe assutapubba",2
"anadhanaggahi suppa<U+1E6D>inissaggi",2
"anagaro paribbaje",2
"anagatamaddhana<U+1E41> arahanto sammasambuddha tepi bhagavanto etaparama<U+1E41>yeva samma bhikkhusa<U+1E45>gha<U+1E41> pa<U+1E6D>ipadessan",2
"analañca me antarayaya",2
"analañca te antarayaya",2
"ananuppattañca anuttara<U+1E41> yogakkhema<U+1E41> anupapu<U+1E47>ami",2
"ananuppattañca anuttara<U+1E41> yogakkhema<U+1E41> nanupapu<U+1E47>ami",2
"ananuyogo ca kho adukkho eso dhammo anupaghato anupayaso apari<U+1E37>aho",2
"anariya pariyesana",2
"anasañcepi karitva ayoniso brahmacariya<U+1E41> caran",2
"anassu<U+1E41> niga<U+1E47><U+1E6D>ha",2
"anattakatani kammani kamattana<U+1E41> phusissanti",2
"anattamano ahatacitto khilajato",2
"anavakaso ya<U+1E41> so bhikkhu taya asamayavimut",2
"anavakaso ya<U+1E41> tva<U+1E41> uparipabbate <U+1E6D>hito passeyyasi aramarama<U+1E47>eyyaka<U+1E41> vanarama<U+1E47>eyyaka<U+1E41> bhumirama<U+1E47>eyyaka<U+1E41> pokkhara<U+1E47>irama<U+1E47>eyyakan",2
"anavasesadohi ca ho",2
"anavassuto ca vihara",2
"anayamapanna byasanamapanna yathakamakara<U+1E47>iya papimato",2
"andhave<U+1E47>i paramparasa<U+1E41>satta purimopi na passa",2
"andhave<U+1E47>upama<U+1E41> maññe brahma<U+1E47>ana<U+1E41> bhasita<U+1E41> sampajja",2
"andhibhutasmi<U+1E41> lokasmi<U+1E41>",2
"anekapariyayena hi no",2
"anekapariyayenapi kho aha<U+1E41>",2
"anekapariyayenavuso ari<U+1E6D><U+1E6D>ha",2
"anekapariyayenavuso sa",2
"anekavihita di<U+1E6D><U+1E6D>hiyo loke uppajjan",2
"anekavihita<U+1E41> iddhividha<U+1E41> paccanubhaveyya<U+1E41>",2
"anekavihita<U+1E41> pubbenivasa<U+1E41> anussareyya<U+1E41>",2
"aniccanupassi assasissami",2
"animitta<U+1E41> cetosamadhi<U+1E41> pa<U+1E6D>icca manasi karo",2
"animittaya ca dhatuya manasikaro",2
"aniñjamano kayena",2
"añña citta<U+1E41> upa<U+1E6D><U+1E6D>hapen",2
"añña<U+1E41> manoda<U+1E47><U+1E0D>an",2
"añña<U+1E41> manokamman",2
"añña<U+1E41> vacida<U+1E47><U+1E0D>a<U+1E41>",2
"añña<U+1E41> vacikamma<U+1E41>",2
"aññadatthu dhammiya kathaya ta<U+1E41> parisa<U+1E41> sandasse",2
"aññamaññassa pañha<U+1E41> pu<U+1E6D><U+1E6D>ha vissajjen",2
"aññasi papa<U+1E6D>ika<U+1E41>",2
"aññasi pheggu<U+1E41>",2
"aññasi sakhapalasa<U+1E41>",2
"aññasi taca<U+1E41>",2
"aññasi vataya<U+1E41> bhava<U+1E41> puriso sara<U+1E41>",2
"aññatara<U+1E41> purisa<U+1E41> amantesi",2
"aññataro bhavissanti",2
"aññatra imehi dhammehi anupadaparinibbanan",2
"aññaya sa<U+1E47><U+1E6D>hahi",2
"aññehi ca abhiññatehi abhiññatehi therehi savakehi saddhi<U+1E41>",2
"aññepi kira",2
"anottapissa purisapuggalassa ottappa<U+1E41> ho",2
"antampi antagu<U+1E47>ampi adaya adhobhaga nikkhama",2
"antara ma<U+1E41>sakayo",2
"antarakatha vippakata",2
"antevasupaddavo ho",2
"antogadhavassa kusala dhamma ye keci vijjabhagiya",2
"anujanatha ma<U+1E41> agarasma anagariya<U+1E41> pabbajjaya",2
"anukampa<U+1E41> upadaya dhamma<U+1E41> deseti",2
"anukampako bhagava hitesi",2
"anupada paritassana ho",2
"anupadaparinibbanattha<U+1E41> kho",2
"anupayo anapayo anissito appa<U+1E6D>ibaddho vippamutto visa<U+1E41>yutto vimariyadikatena cetasa viharami",2
"anuppanno va avijjasavo na uppajja",2
"anuppanno va avijjasavo uppajja",2
"anuppanno va bhavasavo na uppajja",2
"anuppanno va bhavasavo uppajja",2
"anupubbasikkha anupubbakiriya anupubbapa<U+1E6D>ipada aññaradhana ho",2
"anupubbena carika<U+1E41> caramano yena bara<U+1E47>asi isipatana<U+1E41> migadayo yena pañcavaggiya bhikkhu tenupasa<U+1E45>kami<U+1E41>",2
"anupubbena carika<U+1E41> caramano yena savatthi jetavana<U+1E41> anathapi<U+1E47><U+1E0D>ikassa aramo yena bhagava tenupasa<U+1E45>kami",2
"anuyogo ca kho sadukkho eso dhammo saupaghato saupayaso sapari<U+1E37>aho",2
"anvadeva raja cakkavatti saddhi<U+1E41> catura<U+1E45>giniya senaya",2
"anvavi<U+1E6D><U+1E6D>ha kho",2
"apa<U+1E47><U+1E47>aka<U+1E41> me tatrupapat",2
"apa<U+1E47>a makka<U+1E6D>acchapaka<U+1E41> ki<U+1E47>itva anehi",2
"apa<U+1E47>a<U+1E41> nama a<U+1E45>guttarapana<U+1E41> nigamo",2
"apa<U+1E47>e pi<U+1E47><U+1E0D>aya caritva pacchabhatta<U+1E41> pi<U+1E47><U+1E0D>apatapa<U+1E6D>ikkanto yenaññataro vanasa<U+1E47><U+1E0D>o tenupasa<U+1E45>kami divaviharaya",2
"apada<U+1E41> vadhitva maracakkhu<U+1E41> adassana<U+1E41> gato papimato",2
"apaniyaka<U+1E41>so va<U+1E47><U+1E47>asampanno gandhasampanno rasasampanno",2
"apapureta<U+1E41> amatassa dvara<U+1E41>",2
"aparena samayena daharova samano susuka<U+1E37>akeso bhadrena yobbanena samannagato pa<U+1E6D>hamena vayasa akamakana<U+1E41> matapituna<U+1E41> assumukhana<U+1E41> rudantana<U+1E41> kesamassu<U+1E41> oharetva kasayani vatthani acchadetva agarasma anagariya<U+1E41> pabbaji<U+1E41>",2
"aparena samayena parisuddhatara assa pariyodata",2
"aparena samayena sa<U+1E45>kili<U+1E6D><U+1E6D>hatara assa malaggahita",2
"aparuta tesa<U+1E41> amatassa dvara",2
"apasadana ca",2
"apayiko devadatto",2
"apetthekacco bhikkhu na parinibbayeyya",2
"aphala<U+1E41> padhana<U+1E41>",2
"aphalo vata me vayamo",2
"api arahanta<U+1E41> sammasambuddha<U+1E41> pa<U+1E6D>ijanamana<U+1E41>",2
"api ca kho asana<U+1E41> <U+1E6D>hapetabba<U+1E41>",2
"api ca kho ma<U+1E41> namena ca avusovadena ca samudacaran",2
"api ca kho me a",2
"api ca kho pana na<U+1E41> paccavekkhamano jana",2
"api ca me ida<U+1E41>",2
"api ca te aha<U+1E41> byakarissami",2
"api ca tyaha<U+1E41> byakarissami",2
"api ca yattha yattheva ta devata abhinivisan",2
"api cassa ime dhamma hon",2
"api cima<U+1E41> dahara<U+1E41> kumara<U+1E41> manda<U+1E41> uttanaseyyaka<U+1E41> samadhigayha",2
"api me matara<U+1E41> addassatha",2
"api me matara<U+1E41> addassatha",2
"api me pajapa",2
"api nu kho so sa<U+1E45>kameyya va aññena va kaya<U+1E41> sannameyya",2
"api nu me tumhe",2
"api nu so bhikkhu tasmi<U+1E41> samaye attabyabadhaya va cete",2
"api nu so puriso amu<U+1E41> alla<U+1E41> ka<U+1E6D><U+1E6D>ha<U+1E41> sasneha<U+1E41>",2
"api nu so puriso amu<U+1E41> alla<U+1E41> ka<U+1E6D><U+1E6D>ha<U+1E41> sasneha<U+1E41> udake nikkhitta<U+1E41> uttarara<U+1E47>i<U+1E41> adaya abhimanthento aggi<U+1E41> abhinibbatteyya",2
"api nu so puriso amu<U+1E41> sukkha<U+1E41> ka<U+1E6D><U+1E6D>ha<U+1E41> ko<U+1E37>apa<U+1E41> araka udaka thale nikkhitta<U+1E41> uttarara<U+1E47>i<U+1E41> adaya abhimanthento aggi<U+1E41> abhinibbatteyya",2
"api nu so puriso i",2
"api nu so puriso labhetha udakassa nikkhepanan",2
"api nu so puriso tava san",2
"api nu tassa purisassa amu<U+1E41> itthi<U+1E41> disva aññena purisena saddhi<U+1E41> san",2
"api nu te adantava dantakara<U+1E47>a<U+1E41> gaccheyyu<U+1E41>",2
"api nu te dantava dantakara<U+1E47>a<U+1E41> gaccheyyu<U+1E41>",2
"apo apokaya<U+1E41> anupe",2
"aposamañhi te",2
"appa<U+1E47>ake va udake opilapessa",2
"appa<U+1E6D>ikule ca pa<U+1E6D>ikule ca pa<U+1E6D>ikulasaññi vihareyyan",2
"appa<U+1E6D>ikule pa<U+1E6D>ikulasaññi vihareyyan",2
"appa<U+1E6D>iladdhassa pa<U+1E6D>ilabhaya citta<U+1E41> nappa<U+1E47>idaha",2
"appa<U+1E6D>iladdhassa pa<U+1E6D>ilabhaya citta<U+1E41> pa<U+1E47>idaha",2
"appaharite va cha<U+1E0D><U+1E0D>e",2
"appaharo sama<U+1E47>o gotamo",2
"appahina te tathagatassa",2
"appama<U+1E47>a<U+1E41> aneñja<U+1E41>",2
"appama<U+1E47>añceva obhasa<U+1E41> sañjanami",2
"appama<U+1E47>ani suva<U+1E47><U+1E47>adubba<U+1E47><U+1E47>ani",2
"appama<U+1E47>asaññi<U+1E41> va te bhonto sama<U+1E47>abrahma<U+1E47>a saññi<U+1E41> attana<U+1E41> paññapen",2
"appama<U+1E47>o ca u<U+1E37>aro obhaso loke patubhava",2
"appamattako aya<U+1E41>",2
"appamatto atapi pahitatto viharanto obhasañceva sañjanami dassanañca rupana<U+1E41>",2
"appamatto samano asamayavimokkha<U+1E41> aradhe",2
"appampi vutto samano abhisajja",2
"appasaddakama kho pana te ayasmanto appasaddavinita appasaddassa va<U+1E47><U+1E47>avadino",2
"appasaddakamo kho pana so ayasma appasaddassa va<U+1E47><U+1E47>avadi",2
"appasaddo ayasma hotu",2
"appassada kama vutta maya",2
"appassutassa purisapuggalassa bahusacca<U+1E41> ho",2
"appatara ca bhikkhu aññaya sa<U+1E47><U+1E6D>hahanti",2
"appekaccani uppalani va padumani va pu<U+1E47><U+1E0D>arikani va udake jatani udake sa<U+1E41>va<U+1E0D><U+1E0D>hani udakanuggatani samodaka<U+1E41> <U+1E6D>hitani",2
"appekacce asana<U+1E41> paññapesu<U+1E41>",2
"appekacce ma<U+1E41> paccuggantva pattacivara<U+1E41> pa<U+1E6D>iggahesu<U+1E41>",2
"appekacce padodaka<U+1E41> upa<U+1E6D><U+1E6D>hapesu<U+1E41>",2
"appekacce thera bhikkhu",2
"appekacce thera bhikkhu cattarisampi bhikkhu ovadan",2
"appekacce thera bhikkhu dasapi bhikkhu ovadan",2
"appekacce thera bhikkhu visampi bhikkhu ovadan",2
"appekacce udakama<U+1E47>ika<U+1E41> pa",2
"appeva nama ta",2
"appeva namaha<U+1E41> uttari manussadhamma alamariyaña<U+1E47>adassanavisesa<U+1E41> sacchikareyyan",2
"appicchakatha santu<U+1E6D><U+1E6D>hikatha pavivekakatha asa<U+1E41>saggakatha viriyarambhakatha silakatha samadhikatha paññakatha vimut",2
"appiya va dayada haran",2
"appossukko dani bhagava di<U+1E6D><U+1E6D>hadhammasukhavihara<U+1E41> anuyutto viharissa",2
"appossukko tva<U+1E41>",2
"araddha<U+1E41> kho pana me viriya<U+1E41> bhavissa",2
"araddhaviriya pahitatta upa<U+1E6D><U+1E6D>hitassati sampajana samahita ekaggacitta paññavanto ane<U+1E37>amuga",2
"araddhaviriyassa uppajja",2
"araha<U+1E41> ho",2
"araha<U+1E41> sammasambuddho pathavi<U+1E41> pathavito abhijana",2
"arakassa hon",2
"arakkhiteneva kayena arakkhitaya vacaya anupa<U+1E6D><U+1E6D>hitaya sa",2
"araññakanañceva silana<U+1E41> abhinimmadanaya araññakanañceva sarasa<U+1E45>kappana<U+1E41> abhinimmadanaya araññakanañceva darathakilamathapari<U+1E37>ahana<U+1E41> abhinimmadanaya gamante abhiramapanaya manussakantesu silesu samadapanaya",2
"araññasañña<U+1E41> pa<U+1E6D>icca ekattan",2
"araññavanapatthani pantani senasanani",2
"araññikattassa ca va<U+1E47><U+1E47>avadi",2
"araññiko pantasenasano pi<U+1E47><U+1E0D>apa",2
"ari<U+1E6D><U+1E6D>hassa kira nama bhikkhuno gaddhabadhipubbassa evarupa<U+1E41> papaka<U+1E41> di<U+1E6D><U+1E6D>higata<U+1E41> uppanna<U+1E41>",2
"ariya pariyesana",2
"ariyana<U+1E41> adassavi ariyadhammassa akovido ariyadhamme avinito",2
"ariyasavako ariyana<U+1E41> dassavi ariyadhammassa kovido ariyadhamme suvinito",2
"ariyasavako micchaajiva<U+1E41> pahaya sammaajivena jivika<U+1E41> kappe",2
"ariyasavako sekho pa<U+1E6D>ipado apucca<U+1E47><U+1E0D>ataya samapanno",2
"ariyasavako silava ho",2
"ariyassa vinaye anuttara indriyabhavana ho",2
"ariyassa vinaye sabbena sabba<U+1E41> sabbatha sabba<U+1E41> voharasamucchedo ho",2
"ariyassa vinaye yo accaya<U+1E41> accayato disva yathadhamma<U+1E41> pa<U+1E6D>ikaro",2
"ariyaya ja",2
"ariyo a<U+1E6D><U+1E6D>ha<U+1E45>giko maggo",2
"ariyo ho",2
"arogo assa sukhi seri saya<U+1E41>vasi yena kama<U+1E41> gamo",2
"arogya<U+1E41> vata bho samañña<U+1E41>",2
"arupi<U+1E41> va te bhonto sama<U+1E47>abrahma<U+1E47>a asaññi<U+1E41> attana<U+1E41> paññapen",2
"arupi<U+1E41> va te bhonto sama<U+1E47>abrahma<U+1E47>a nevasaññinasaññi<U+1E41> attana<U+1E41> paññapen",2
"arupi<U+1E41> va te bhonto sama<U+1E47>abrahma<U+1E47>a saññi<U+1E41> attana<U+1E41> paññapen",2
"asa<U+1E6D>ha amayavino aketabino anuddhata anunna<U+1E37>a acapala amukhara aviki<U+1E47><U+1E47>avaca",2
"asa<U+1E6D>ho ho",2
"asa<U+1E6D>ika<U+1E41> hareta ho",2
"asahita<U+1E41> te",2
"asajja na<U+1E41> tathagata<U+1E41>",2
"asajja upaniya vaca bhasita",2
"asakkhi<U+1E41> kho aha<U+1E41>",2
"asamavekkhitva ga<U+1E45>gaya nadiya orima<U+1E41> tira<U+1E41>",2
"asamavekkhitva parima<U+1E41> tira<U+1E41>",2
"asamayika<U+1E41> va akuppan",2
"asanarahassa asana<U+1E41> de",2
"asanarahassa na asana<U+1E41> de",2
"asañca anasañcepi karitva ayoniso brahmacariya<U+1E41> caran",2
"asañcepi karitva ayoniso brahmacariya<U+1E41> caran",2
"asañcepi karitva brahmacariya<U+1E41> caran",2
"asañcepi karitva yoniso brahmacariya<U+1E41> caran",2
"asandipañcama purisa mata<U+1E41> adaya gacchan",2
"asanne ito na<U+1E37>akaragamo",2
"asaññogaya san",2
"asappaya<U+1E41> cakkhuna rupadassana<U+1E41> anuyuñjeyya",2
"asappaya<U+1E41> cakkhuna rupadassana<U+1E41> nanuyuñjeyya",2
